,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Corey Boyd,TE,18,27,47,0.508,0.751,0.085,0.203,0.962,0.530,0.828,0.273,0.230,Indiana,,,ProPotential: Is a fan of the Jaguars,,,,,,#N/A,,Corey Boyd-Indiana-2060
561,Trevor Cleary,TE,18,27,45,0.500,0.393,0.080,0.061,0.951,0.004,0.226,0.593,0.663,Tennessee,,,ProPotential: Is a fan of the Falcons,,,,,,#N/A,,Trevor Cleary-Tennessee-2060
562,Bryson Middleton,P,18,45,71,0.466,0.746,0.846,0.942,0.165,0.483,0.731,0.185,0.156,Arkansas,,,,,,,,,#N/A,,Bryson Middleton-Arkansas-2060
563,Taylor Warden,OL,18,30,53,0.860,0.058,0.564,0.277,0.412,0.432,0.958,0.707,0.293,North Carolina,,,Education: Wants to go to a public school,,,,,,#N/A,,Taylor Warden-North Carolina-2060
564,Marques Clement,DL,18,31,57,0.352,0.799,0.401,0.547,0.274,0.381,0.523,0.955,0.965,New York,,,Tradition: Wants to play for a team with a long football history,,,,,,#N/A,,Marques Clement-New York-2060
565,Michael Miles,DL,18,31,56,0.504,0.517,0.643,0.880,0.383,0.614,0.417,0.801,0.487,Alabama,,,,,,,,,#N/A,,Michael Miles-Alabama-2060
566,Raheem Evans,DL,18,31,59,0.359,0.585,0.315,0.875,0.557,0.933,0.592,0.864,0.350,Montana,,,,,,,,,#N/A,,Raheem Evans-Montana-2060
567,Anthony Combs,DL,18,31,57,0.661,0.907,0.767,0.714,0.557,0.847,0.752,0.638,0.460,Texas,,,,,,,,,#N/A,,Anthony Combs-Texas-2060
568,Martez Hughes,DL,18,31,55,0.935,0.674,0.414,0.657,0.133,0.498,0.491,0.816,0.855,Colorado,,,"Location: Has family in Louisiana, and wants them to see one of his games.",,,,,,#N/A,,Martez Hughes-Colorado-2060
569,Clayton Hubbard,S,18,29,52,0.761,0.601,0.226,0.042,0.322,0.035,0.383,0.327,0.130,Florida,,,,,,,,,#N/A,,Clayton Hubbard-Florida-2060
570,Brandon Harris,S,18,29,52,0.668,0.984,0.726,0.936,0.281,0.051,0.952,0.666,0.262,California,,,,,,,,,#N/A,,Brandon Harris-California-2060
571,Tavita Williams,S,18,29,53,0.468,0.732,0.550,0.562,0.486,0.816,0.791,0.006,0.814,Florida,,,,,,,,,#N/A,,Tavita Williams-Florida-2060
572,Danny Smith,CB,18,35,57,0.663,0.774,0.727,0.244,0.191,0.786,0.064,0.458,0.431,Florida,,,,,,,,,#N/A,,Danny Smith-Florida-2060
573,Vance Guzman,OL,18,30,52,0.567,0.713,0.702,0.538,0.847,0.935,0.136,0.252,0.291,Arizona,,,,,,,,,#N/A,,Vance Guzman-Arizona-2060
574,Paul Gibbs,DL,18,31,56,0.800,0.307,0.180,0.440,0.367,0.284,0.884,0.473,0.070,Virginia,,,,,,,,,#N/A,,Paul Gibbs-Virginia-2060
575,Ashton Jolly,DL,18,31,57,0.828,0.453,0.821,0.211,0.006,0.025,0.639,0.523,0.212,Texas,,,,,,,,,#N/A,,Ashton Jolly-Texas-2060
576,Kashif Leroux,DL,18,31,59,0.077,0.040,0.334,0.137,0.614,0.677,0.133,0.688,0.592,Oregon,,,,,,,,,#N/A,,Kashif Leroux-Oregon-2060
577,Nate Nickerson,DL,18,31,57,0.176,0.265,0.419,0.732,0.167,0.393,0.246,0.746,0.640,Utah,,,,,,,,,#N/A,,Nate Nickerson-Utah-2060
578,Jordan Woods,DL,18,31,55,0.059,0.174,0.247,0.975,0.674,0.420,0.475,0.093,0.343,Florida,,,Coach: Wants to play for a coach with a personal connection to their school,,,,,,#N/A,,Jordan Woods-Florida-2060
579,Tim Jones,S,18,29,54,0.131,0.384,0.916,0.017,0.099,0.244,0.718,0.299,0.956,California,,,,,,,,,#N/A,,Tim Jones-California-2060
580,Ausar Youngblood,CB,18,35,59,0.093,0.480,0.501,0.310,0.433,0.817,0.183,0.100,0.801,California,,,,,,,,,#N/A,,Ausar Youngblood-California-2060
581,Victor Parker,OL,18,30,52,0.424,0.452,0.629,0.477,0.547,0.065,0.110,0.211,0.144,Texas,,,,,,,,,#N/A,,Victor Parker-Texas-2060
582,Lance Sears,CB,18,35,57,0.401,0.181,0.170,0.209,0.927,0.000,0.493,0.647,0.237,Texas,,,ProPotential: Is a fan of the Seahawks,,,,,,#N/A,,Lance Sears-Texas-2060
583,Jimmie Mayes,CB,18,35,58,0.684,0.265,0.584,0.907,0.870,0.596,0.302,0.122,0.773,Missouri,,,Coach: Wants to hear about the coach's passion for their school,,,,,,#N/A,,Jimmie Mayes-Missouri-2060
584,C.J. Austin,S,18,29,54,0.978,0.900,0.898,0.765,0.070,0.820,0.020,0.309,0.323,Florida,,,"Location: Has family in Colorado, and wants them to see one of his games.",,,,,,#N/A,,C.J. Austin-Florida-2060
585,Demetrius Hill,S,18,29,51,0.927,0.101,0.818,0.520,0.158,0.824,0.547,0.922,0.740,Mississippi,,,Location: Doesn't want to go outside his home region.,,,,,,#N/A,,Demetrius Hill-Mississippi-2060
586,Eric Ugwoegbu,OL,18,30,51,0.613,0.861,0.718,0.087,0.201,0.742,0.743,0.003,0.970,Virginia,,,Tradition: Wants to hear about your school's unique traditions,,,,,,#N/A,,Eric Ugwoegbu-Virginia-2060
587,Lyndon Nichols,OL,18,30,54,0.721,0.402,0.822,0.268,0.784,0.861,0.663,0.376,0.542,Florida,,,,,,,,,#N/A,,Lyndon Nichols-Florida-2060
588,Tevita Manning,OL,18,30,54,0.837,0.732,0.363,0.811,0.947,0.091,0.857,0.503,0.539,Colorado,,,ProPotential: Would prefer to be redshirted if not a projected draft pick.,,,,,,#N/A,,Tevita Manning-Colorado-2060
589,Collin Phillips,RB,18,31,49,0.012,0.769,0.153,0.212,0.916,0.190,0.702,0.302,0.624,Louisiana,,,ProPotential: Would prefer to be redshirted if not a projected draft pick.,,,,,,#N/A,,Collin Phillips-Louisiana-2060
590,Adam Rudd,CB,18,35,58,0.455,0.462,0.435,0.558,0.821,0.577,0.675,0.692,0.498,Louisiana,,,,,,,,,#N/A,,Adam Rudd-Louisiana-2060
591,Jay Ball,CB,18,35,55,0.761,0.796,0.581,0.513,0.712,0.006,0.499,0.157,0.156,Tennessee,,,,,,,,,#N/A,,Jay Ball-Tennessee-2060
592,Jamal McClover,CB,18,35,56,0.960,0.752,0.844,0.320,0.992,0.179,0.392,0.111,0.696,Texas,,,ProPotential: Is a fan of the Bears,,,,,,#N/A,,Jamal McClover-Texas-2060
593,Benjamin Carnagey,S,18,29,53,0.432,0.350,0.702,0.993,0.422,0.623,0.140,0.262,0.577,Texas,,,,,,,,,#N/A,,Benjamin Carnagey-Texas-2060
594,Christian Edwards,S,18,29,53,0.160,0.088,0.174,0.843,0.335,0.974,0.295,0.202,0.839,South Dakota,,,Prestige: Wants to play for a team that's dominated their conference,,,,,,#N/A,,Christian Edwards-South Dakota-2060
595,Brandon McKoy,S,18,29,51,0.566,0.311,0.450,0.674,0.743,0.079,0.978,0.423,0.974,New Jersey,,,Education: Wants to go to a school with smaller class sizes,,,,,,#N/A,,Brandon McKoy-New Jersey-2060
596,Raheem Malloy,S,18,29,51,0.789,0.775,0.464,0.570,0.620,0.071,0.812,0.477,0.485,Idaho,,,,,,,,,#N/A,,Raheem Malloy-Idaho-2060
597,Bryan Gordon,WR,18,33,55,0.955,0.582,0.918,0.808,0.172,0.231,0.576,0.553,0.910,Texas,,,"Location: Has family in New Mexico, and wants them to see one of his games.",,,,,,#N/A,,Bryan Gordon-Texas-2060
598,Ricky Nelson,WR,18,33,55,0.830,0.801,0.766,0.702,0.203,0.345,0.719,0.582,0.362,California,,,,,,,,,#N/A,,Ricky Nelson-California-2060
599,Daniel Arnold,WR,18,33,56,0.335,0.326,0.391,0.070,0.666,0.862,0.765,0.095,0.830,Minnesota,,,,,,,,,#N/A,,Daniel Arnold-Minnesota-2060
600,Elliott Benjamin,WR,18,33,57,0.391,0.371,0.389,0.342,0.242,0.337,0.171,0.648,0.697,Mississippi,,,,,,,,,#N/A,,Elliott Benjamin-Mississippi-2060
601,Kendrick Januska,WR,18,33,55,0.871,0.793,0.366,0.604,0.334,0.737,0.631,0.931,0.801,Michigan,,,Campus: Wants to hear about sponsorship opportunities around campus,,,,,,#N/A,,Kendrick Januska-Michigan-2060
602,Tyson Riley,WR,18,33,55,0.668,0.256,0.376,0.111,0.127,0.438,0.790,0.846,0.415,South Carolina,Rutgers,,,,,,,,#N/A,,Tyson Riley-South Carolina-2060
603,Montez Reddick,OL,18,30,51,0.635,0.044,0.728,0.605,0.544,0.281,0.653,0.829,0.679,Georgia,,,,,,,,,#N/A,,Montez Reddick-Georgia-2060
604,William Drake,OL,18,30,51,0.284,0.042,0.122,0.066,0.627,0.057,0.432,0.535,0.838,Texas,,,,,,,,,#N/A,,William Drake-Texas-2060
605,Andre Hoskin,OL,18,30,55,0.537,0.939,0.589,0.322,0.491,0.600,0.636,0.031,0.036,North Carolina,,,,,,,,,#N/A,,Andre Hoskin-North Carolina-2060
606,Leron Melo,CB,18,35,59,0.738,0.577,0.598,0.255,0.474,0.795,0.978,0.756,0.100,Arkansas,,,Education: Wants to study abroad in Israel,,,,,,#N/A,,Leron Melo-Arkansas-2060
607,Cameron Miller,WR,18,33,56,0.040,0.597,0.662,0.544,0.793,0.329,0.540,0.870,0.587,Virginia,,,,,,,,,#N/A,,Cameron Miller-Virginia-2060
608,Sage Hales,WR,18,33,55,0.161,0.283,0.161,0.921,0.550,0.009,0.588,0.957,0.972,New Mexico,,,Tradition: Wants to play on primetime TV,,,,,,#N/A,,Sage Hales-New Mexico-2060
609,Jack Taylor,WR,18,33,55,0.135,0.499,0.529,0.340,0.945,0.048,0.538,0.242,0.401,Minnesota,,,ProPotential: Is a fan of the Broncos,,,,,,#N/A,,Jack Taylor-Minnesota-2060
610,Chuck Majette,WR,18,33,54,0.868,0.242,0.639,0.772,0.087,0.562,0.462,0.163,0.660,Alabama,,,,,,,,,#N/A,,Chuck Majette-Alabama-2060
611,Joe Adams,QB,18,32,61,0.377,0.360,0.723,0.669,0.773,0.425,0.790,0.741,0.881,Texas,,,,,,,,,#N/A,,Joe Adams-Texas-2060
612,Paul Dickerson,QB,18,32,60,0.583,0.424,0.469,0.975,0.940,0.709,0.634,0.334,0.282,Oregon,,,Coach: Would like to see the coach sign an extension during his time at the school,,,,,,#N/A,,Paul Dickerson-Oregon-2060
613,Michael Davis,RB,18,31,50,0.929,0.064,0.928,0.171,0.348,0.391,0.608,0.552,0.299,Tennessee,,,Location: Wants to play as close to his home state as possible.,,,,,,#N/A,,Michael Davis-Tennessee-2060
614,Jose McQueen,RB,18,31,49,0.633,0.893,0.983,0.737,0.882,0.156,0.666,0.261,0.891,Arizona,,,Playing Time: Wants to be the starter by his sophomore year at the latest.,,,,,,#N/A,,Jose McQueen-Arizona-2060
615,Josh Richards,QB,18,32,61,0.998,0.450,0.755,0.557,0.953,0.491,0.213,0.747,0.004,California,,,"Location: Has family in Ohio, and wants them to see one of his games.",,,,,,#N/A,,Josh Richards-California-2060
616,Troy Castro,RB,18,31,50,0.972,0.195,0.046,0.644,0.433,0.480,0.875,0.076,0.759,New Jersey,,,Location: Wants to attend a flagship university,,,,,,#N/A,,Troy Castro-New Jersey-2060
617,Allen Morehead,DL,18,30,54,0.428,0.520,0.709,0.299,0.676,0.398,0.790,0.282,0.457,Wisconsin,,,,,,,,,#N/A,,Allen Morehead-Wisconsin-2060
618,Ishmael DeLande,DL,18,30,58,0.873,0.157,0.802,0.952,0.028,0.533,0.713,0.773,0.236,New Jersey,,,Coach: Would like to see the coach sign an extension during his time at the school,,,,,,#N/A,,Ishmael DeLande-New Jersey-2060
619,Patrick Reed,DL,18,30,57,0.506,0.177,0.196,0.367,0.339,0.719,0.232,0.234,0.795,Wisconsin,,,,,,,,,#N/A,,Patrick Reed-Wisconsin-2060
620,William Wells,P,18,44,68,0.307,0.498,0.016,0.970,0.590,0.900,0.979,0.047,0.243,Florida,,,Education: Wants to study abroad in France,,,,,,#N/A,,William Wells-Florida-2060
621,Marquez Gatling,DL,18,30,56,0.052,0.576,0.390,0.461,0.789,0.709,0.217,0.864,0.937,Florida,,,Tradition: Wants to hear about your school's past star players,,,,,,#N/A,,Marquez Gatling-Florida-2060
622,Brendan Pratt,DL,18,30,57,0.028,0.750,0.969,0.742,0.175,0.137,0.253,0.295,0.743,California,,,Playing Time: Wants to be the starter by his junior year at the latest.,,,,,,#N/A,,Brendan Pratt-California-2060
623,Stetson Savage,DL,18,30,54,0.913,0.373,0.661,0.895,0.025,0.944,0.108,0.301,0.683,Texas,,,Prestige: Would like to play in a bowl game every year,,,,,,#N/A,,Stetson Savage-Texas-2060
624,Joe Mathis,TE,18,26,47,0.783,0.952,0.003,0.479,0.261,0.646,0.431,0.831,0.512,Iowa,,,,,,,,,#N/A,,Joe Mathis-Iowa-2060
625,John Guillory,TE,18,26,48,0.051,0.018,0.249,0.333,0.163,0.219,0.629,0.326,0.092,Illinois,,,,,,,,,#N/A,,John Guillory-Illinois-2060
626,Chris Burley,TE,18,26,45,0.709,0.369,0.965,0.600,0.145,0.886,0.836,0.790,0.840,Georgia,,,Playing Time: Would prefer to play for a G5 school if it means being of greater significance to the team.,,,,,,#N/A,,Chris Burley-Georgia-2060
627,Justice Boykin,LB,18,28,47,0.320,0.869,0.098,0.898,0.368,0.778,0.454,0.167,0.533,Illinois,,,,,,,,,#N/A,,Justice Boykin-Illinois-2060
628,Joe Williams,LB,18,28,48,0.289,0.417,0.281,0.680,0.533,0.980,0.566,0.910,0.475,Florida,,,Prestige: Would like to play in a bowl game every year,,,,,,#N/A,,Joe Williams-Florida-2060
629,Tyler Tillman,LB,18,28,47,0.716,0.452,0.057,0.544,0.626,0.126,0.155,0.975,0.461,New York,,,Campus: Wants to know about the nightlife around the university,,,,,,#N/A,,Tyler Tillman-New York-2060
630,Antavious Lamur,TE,18,26,44,0.276,0.142,0.146,0.692,0.745,0.927,0.567,0.474,0.982,Tennessee,,,Tradition: Wants to hear about your school's unique traditions,,,,,,#N/A,,Antavious Lamur-Tennessee-2060
631,Kevin Walker,TE,18,26,44,0.806,0.110,0.061,0.598,0.534,0.177,0.640,0.752,0.719,Texas,Tulane,,,,,,,,#N/A,,Kevin Walker-Texas-2060
632,Mitchell Antoine,DL,18,30,54,0.008,0.830,0.108,0.576,0.447,0.835,0.137,0.279,0.581,Ohio,,,,,,,,,#N/A,,Mitchell Antoine-Ohio-2060
633,Bob Campbell,DL,18,30,57,0.108,0.533,0.926,0.170,0.372,0.866,0.242,0.799,0.099,Texas,,,Playing Time: Wants the chance to win a national award,,,,,,#N/A,,Bob Campbell-Texas-2060
634,Kevin Mitchell,DL,18,30,58,0.911,0.675,0.817,0.473,0.875,0.277,0.076,0.151,0.594,North Carolina,,,Location: Wants to play as many games in his home state as possible.,,,,,,#N/A,,Kevin Mitchell-North Carolina-2060
635,OJ Morgan,DL,18,30,54,0.353,0.801,0.980,0.077,0.889,0.915,0.122,0.094,0.301,North Carolina,,,Playing Time: Wants to be the starter by his sophomore year at the latest.,,,,,,#N/A,,OJ Morgan-North Carolina-2060
636,JC Vaughan,OL,18,29,51,0.585,0.378,0.895,0.909,0.216,0.770,0.485,0.468,0.472,Texas,,,Coach: Wants to play for a coach with a personal connection to their school,,,,,,#N/A,,JC Vaughan-Texas-2060
637,Jaylon Farmer,OL,18,29,51,0.895,0.592,0.981,0.375,0.818,0.474,0.259,0.522,0.275,Georgia,,,Playing Time: Wants an important role on the offense/defense.,,,,,,#N/A,,Jaylon Farmer-Georgia-2060
638,Malik Ward,CB,18,34,54,0.587,0.086,0.294,0.377,0.900,0.863,0.932,0.398,0.329,Texas,,,Education: Wants to major in math,,,,,,#N/A,,Malik Ward-Texas-2060
639,Mike Stone,TE,18,26,48,0.358,0.758,0.659,0.769,0.992,0.505,0.168,0.102,0.086,Arkansas,,,ProPotential: Wants to play for a school that has produced a lot of pros at his position.,,,,,,#N/A,,Mike Stone-Arkansas-2060
640,Sam Greene,TE,18,26,48,0.325,0.241,0.391,0.260,0.974,0.851,0.705,0.434,0.528,Nevada,Arizona,,ProPotential: Is a fan of the Steelers,,,,,,#N/A,,Sam Greene-Nevada-2060
641,Chris Bourne,LB,18,28,49,0.139,0.374,0.356,0.681,0.371,0.996,0.681,0.845,0.011,Missouri,,,,,,,,,#N/A,,Chris Bourne-Missouri-2060
642,Derrick Barton,LB,18,28,46,0.601,0.744,0.677,0.841,0.324,0.944,0.507,0.858,0.647,Washington D.C.,,,Prestige: Has ambitions of winning a national championship game,,,,,,#N/A,,Derrick Barton-Washington D.C.-2060
643,Chuck Richard,DL,18,30,56,0.437,0.638,0.597,0.602,0.735,0.483,0.924,0.825,0.713,Pennsylvania,,,Education: Wants to major in sports science,,,,,,#N/A,,Chuck Richard-Pennsylvania-2060
644,Mitchell Bosh,DL,18,30,57,0.595,0.885,0.849,0.519,0.189,0.834,0.866,0.254,0.415,Washington D.C.,Duke,,,,,,,,#N/A,,Mitchell Bosh-Washington D.C.-2060
645,Isiah Weaver,OL,18,29,54,0.285,0.093,0.251,0.408,0.542,0.462,0.623,0.356,0.448,Rhode Island,,,,,,,,,#N/A,,Isiah Weaver-Rhode Island-2060
646,Brian Johnson,WR,18,32,54,0.831,0.826,0.387,0.721,0.197,0.367,0.961,0.307,0.869,Alabama,Syracuse,,Education: Wants to major in sports science,,,,,,#N/A,,Brian Johnson-Alabama-2060
647,Sean Brown,WR,18,32,54,0.023,0.992,0.178,0.413,0.541,0.606,0.285,0.820,0.881,Vermont,,,,,,,,,#N/A,,Sean Brown-Vermont-2060
648,Britt Dunn,S,18,28,52,0.170,0.156,0.220,0.709,0.746,0.940,0.253,0.153,0.951,Georgia,,,Tradition: Wants to play for a team that has dominated their rivals,,,,,,#N/A,,Britt Dunn-Georgia-2060
649,Joel Barry,S,18,28,50,0.944,0.355,0.616,0.185,0.384,0.591,0.879,0.780,0.619,Pennsylvania,,,Location: Wants to play as many games in his home state as possible.,,,,,,#N/A,,Joel Barry-Pennsylvania-2060
650,Sam El-amin,S,18,28,50,0.701,0.218,0.571,0.485,0.282,0.601,0.445,0.081,0.386,Pennsylvania,,,,,,,,,#N/A,,Sam El-amin-Pennsylvania-2060
651,Elliot Miles,S,18,28,51,0.488,0.226,0.190,0.135,0.367,0.428,0.567,0.468,0.257,Kentucky,,,,,,,,,#N/A,,Elliot Miles-Kentucky-2060
652,Sidney Battle,LB,18,28,50,0.534,0.230,0.789,0.597,0.366,0.862,0.817,0.910,0.628,North Carolina,,,Campus: Wants to know food options near campus,,,,,,#N/A,,Sidney Battle-North Carolina-2060
653,Ben Gardner,LB,18,28,46,0.510,0.564,0.350,0.106,0.698,0.818,0.554,0.742,0.790,Florida,,,,,,,,,#N/A,,Ben Gardner-Florida-2060
654,George Whitworth,CB,18,34,56,0.890,0.731,0.407,0.462,0.971,0.061,0.842,0.926,0.436,Georgia,,,ProPotential: Has dreams of eventually becoming a first-round pick.,,,,,,#N/A,,George Whitworth-Georgia-2060
655,Jordan Craig,CB,18,34,57,0.370,0.347,0.625,0.939,0.690,0.944,0.551,0.030,0.613,Delaware,,,,,,,,,#N/A,,Jordan Craig-Delaware-2060
656,Dan Jelks,OL,18,29,53,0.296,0.820,0.295,0.072,0.466,0.609,0.486,0.318,0.879,Florida,,,,,,,,,#N/A,,Dan Jelks-Florida-2060
657,Terrell Edwards,OL,18,29,51,0.080,0.340,0.785,0.972,0.005,0.478,0.856,0.958,0.189,Florida,Utah State,,Coach: Wants to hear about the coach's passion for their school,,,,,,#N/A,,Terrell Edwards-Florida-2060
658,Gabe Bell,OL,18,29,51,0.199,0.090,0.961,0.795,0.126,0.787,0.380,0.311,0.939,Connecticut,,,Playing Time: Wants to see consistent playing time every season.,,,,,,#N/A,,Gabe Bell-Connecticut-2060
659,William Gold,WR,18,32,55,0.578,0.063,0.219,0.917,0.552,0.457,0.066,0.075,0.272,Missouri,,,Coach: Would like to see the coach sign an extension during his time at the school,,,,,,#N/A,,William Gold-Missouri-2060
660,Byron Mason,WR,18,32,55,0.710,0.894,0.521,0.772,0.776,0.232,0.774,0.021,0.770,Florida,,,,,,,,,#N/A,,Byron Mason-Florida-2060
661,Mike Bowling,WR,18,32,56,0.614,0.086,0.613,0.329,0.866,0.957,0.586,0.842,0.583,Alabama,,,,,,,,,#N/A,,Mike Bowling-Alabama-2060
662,Kevin Green,WR,18,32,54,0.625,0.635,0.697,0.695,0.495,0.154,0.210,0.786,0.195,Virginia,,,,,,,,,#N/A,,Kevin Green-Virginia-2060
663,Michael Manns,S,18,28,52,0.348,0.706,0.731,0.139,0.236,0.599,0.929,0.438,0.988,Kentucky,,,,,,,,,#N/A,,Michael Manns-Kentucky-2060
664,Hayden Fox,S,18,28,49,0.966,0.575,0.517,0.032,0.038,0.496,0.162,0.677,0.125,Kansas,,,Location: Wants to play alongside other players from his home state,,,,,,#N/A,,Hayden Fox-Kansas-2060
665,Justin Antoine,CB,18,34,56,0.816,0.334,0.344,0.440,0.704,0.436,0.400,0.839,0.876,Texas,,,,,,,,,#N/A,,Justin Antoine-Texas-2060
666,Brock Jennings,RB,18,30,52,0.619,0.255,0.970,0.052,0.148,0.908,0.630,0.999,0.853,Florida,Alabama,,Campus: Wants to attend a school with a beautiful campus,,,,,,#N/A,,Brock Jennings-Florida-2060
667,Mike Scott,OL,18,29,54,0.117,0.654,0.532,0.901,0.099,0.487,0.698,0.219,0.966,Kansas,,,,,,,,,#N/A,,Mike Scott-Kansas-2060
668,Jelani Gray,OL,18,29,51,0.355,0.809,0.132,0.836,0.906,0.048,0.057,0.134,0.231,Texas,,,ProPotential: Has dreams of eventually becoming a first-round pick.,,,,,,#N/A,,Jelani Gray-Texas-2060
669,Khairi Reuter,OL,18,29,53,0.713,0.670,0.863,0.136,0.956,0.371,0.978,0.382,0.622,Texas,,,Education: Wants to major in business,,,,,,#N/A,,Khairi Reuter-Texas-2060
670,Chaz Lloyd,WR,18,32,53,0.706,0.613,0.822,0.455,0.408,0.516,0.959,0.606,0.471,Mississippi,,,Education: Wants to major in journalism,,,,,,#N/A,,Chaz Lloyd-Mississippi-2060
671,Tyrell Pierce,WR,18,32,53,0.397,0.411,0.673,0.772,0.665,0.312,0.421,0.468,0.873,Ohio,,,,,,,,,#N/A,,Tyrell Pierce-Ohio-2060
672,Mike Buhr,WR,18,32,56,0.643,0.854,0.278,0.068,0.690,0.732,0.747,0.995,0.161,California,,,Campus: Wants to live in a major city,,,,,,#N/A,,Mike Buhr-California-2060
673,Brady Plackemeier,WR,18,32,56,0.519,0.079,0.622,0.515,0.003,0.247,0.804,0.304,0.102,Michigan,,,,,,,,,#N/A,,Brady Plackemeier-Michigan-2060
674,Brooks Mayberry,WR,18,32,54,0.116,0.334,0.187,0.183,0.071,0.483,0.208,0.383,0.137,Pennsylvania,,,,,,,,,#N/A,,Brooks Mayberry-Pennsylvania-2060
675,Josh Whiteside,CB,18,34,54,0.208,0.287,0.239,0.614,0.071,0.288,0.260,0.106,0.306,Pennsylvania,,,,,,,,,#N/A,,Josh Whiteside-Pennsylvania-2060
676,Ray Greene,S,18,28,53,0.949,0.658,0.397,0.030,0.985,0.245,0.663,0.745,0.458,Alabama,,,ProPotential: Wants to play for a coach who has produced a lot of pros at his position.,,,,,,#N/A,,Ray Greene-Alabama-2060
677,Drue Jones,S,18,28,50,0.941,0.302,0.537,0.797,0.067,0.229,0.401,0.673,0.424,Florida,,,"Location: Has family in Alaska, and wants them to see one of his games.",,,,,,#N/A,,Drue Jones-Florida-2060
678,Suleiman Boyd,RB,18,30,49,0.881,0.467,0.170,0.804,0.345,0.039,0.593,0.548,0.097,California,,,,,,,,,#N/A,,Suleiman Boyd-California-2060
679,Jalen Avery,RB,18,30,50,0.622,0.644,0.468,0.077,0.612,0.761,0.661,0.311,0.386,Georgia,,,,,,,,,#N/A,,Jalen Avery-Georgia-2060
680,Floyd Thompson,RB,18,30,50,0.270,0.660,0.955,0.919,0.309,0.485,0.420,0.371,0.383,Alabama,,,Playing Time: Would prefer to play for a less successful team if it means being of greater significance to the team.,,,,,,#N/A,,Floyd Thompson-Alabama-2060
681,Jorge Webb,RB,18,30,52,0.748,0.386,0.738,0.257,0.952,0.273,0.488,0.486,0.888,Georgia,,,ProPotential: Has dreams of eventually becoming a first-round pick.,,,,,,#N/A,,Jorge Webb-Georgia-2060
682,Cameron Bender,OL,18,29,54,0.846,0.187,0.424,0.589,0.814,0.346,0.619,0.435,0.054,Florida,,,,,,,,,#N/A,,Cameron Bender-Florida-2060
683,Tre Turner,OL,18,29,54,0.485,0.011,0.784,0.225,0.194,0.467,0.498,0.077,0.856,Missouri,,,,,,,,,#N/A,,Tre Turner-Missouri-2060
684,Nick Taylor,OL,18,29,51,0.288,0.682,0.364,0.621,0.799,0.558,0.586,0.244,0.183,Tennessee,,,,,,,,,#N/A,,Nick Taylor-Tennessee-2060
685,Corey Goodwin,WR,18,32,55,0.060,0.929,0.858,0.036,0.296,0.909,0.745,0.395,0.754,Alaska,,,Winning: Doesn't want to experience a losing season during his career.,,,,,,#N/A,,Corey Goodwin-Alaska-2060
686,Keegan Richardson,WR,18,32,57,0.430,0.410,0.754,0.086,0.903,0.175,0.959,0.408,0.822,Texas,,,Education: Wants to go to a private school,,,,,,#N/A,,Keegan Richardson-Texas-2060
687,Warren Henley,WR,18,32,54,0.446,0.007,0.666,0.824,0.193,0.363,0.469,0.900,0.298,California,,,Campus: Wants to get involved in student organizations,,,,,,#N/A,,Warren Henley-California-2060
688,Christian Mendenhall,QB,18,31,59,0.494,0.104,0.643,0.008,0.708,0.623,0.837,0.877,0.862,Missouri,,,,,,,,,#N/A,,Christian Mendenhall-Missouri-2060
689,Nate Phillips,QB,18,31,58,0.541,0.673,0.721,0.820,0.774,0.431,0.539,0.658,0.406,Oregon,,,,,,,,,#N/A,,Nate Phillips-Oregon-2060
690,Luke Hutton,S,18,28,49,0.525,0.709,0.000,0.825,0.782,0.809,0.555,0.126,0.336,Texas,,,,,,,,,#N/A,,Luke Hutton-Texas-2060
691,Ronald Cooley,S,18,28,49,0.011,0.849,0.977,0.543,0.378,0.219,0.850,0.588,0.859,Texas,,,Playing Time: Would prefer to play for a less successful team if it means being of greater significance to the team.,,,,,,#N/A,,Ronald Cooley-Texas-2060
692,Chavis Smith,WR,18,32,57,0.760,0.656,0.305,0.666,0.895,0.432,0.191,0.072,0.774,Virginia,,,,,,,,,#N/A,,Chavis Smith-Virginia-2060
693,Siosifa Trotter,WR,18,32,56,0.372,0.979,0.889,0.808,0.511,0.424,0.240,0.789,0.825,Tennessee,,,,,,,,,#N/A,,Siosifa Trotter-Tennessee-2060
694,Scott Battle,WR,18,32,53,0.869,0.700,0.941,0.318,0.382,0.794,0.462,0.058,0.558,Florida,,,Playing Time: Wants to see consistent playing time every season.,,,,,,#N/A,,Scott Battle-Florida-2060
695,Logan Thomas,WR,18,32,55,0.450,0.451,0.222,0.754,0.271,0.136,0.619,0.986,0.194,Maryland,,,Campus: Wants to hear about sponsorship opportunities around campus,,,,,,#N/A,,Logan Thomas-Maryland-2060
696,Bryce Williams,WR,18,32,55,0.413,0.818,0.405,0.821,0.785,0.700,0.312,0.861,0.911,Nevada,San Jose State,,Tradition: Wants to play for a team with a long football history,,,,,,#N/A,,Bryce Williams-Nevada-2060
697,Jaleen Maye,RB,18,30,48,0.672,0.431,0.753,0.166,0.831,0.636,0.522,0.975,0.246,California,,,Campus: Wants to attend a school with a beautiful campus,,,,,,#N/A,,Jaleen Maye-California-2060
698,Alex McCabe,RB,18,30,48,0.345,0.812,0.410,0.239,0.208,0.043,0.712,0.440,0.731,Wyoming,,,,,,,,,#N/A,,Alex McCabe-Wyoming-2060
